Exch,Exchange Segment,Symbol,Token,Instrument Type,Instrument Name,Formatted Ins Name,Lot Size,Tick Size,Trading Symbol
BSE,bse_cm,CONSTRONIC,523844,E,CONSTRONICS INFRA LIMITED,CONSTRONIC,1,0.01,CONSTRONIC
BSE,bse_cm,AXTEL,523850,E,AXTEL INDUSTRIES LTD.,AXTEL,1,0.05,AXTEL
BSE,bse_cm,GRANDOAK,523862,E,GRAND OAK CANYONS DISTILLERY L,GRANDOAK,1,0.01,GRANDOAK
BSE,bse_cm,VRWODAR,523888,E,V R WOODART LTD.,VRWODAR,1,0.01,VRWODAR
BSE,bse_cm,APIL,523896,E,AVI PRODUCTS INDIA LIMITED,APIL,1,0.01,APIL
BSE,bse_cm,POONAWALLA,524000,E,POONAWALLA FINCORP LIMITED,POONAWALLA,1,0.05,POONAWALLA
BSE,bse_cm,HINFLUR,524013,E,HINDUSTAN FLUOROCARBONS LTD.,HINFLUR,1,0.01,HINFLUR
BSE,bse_cm,KINGFA,524019,E,Kingfa Science & Technology (I,KINGFA,1,0.05,KINGFA
BSE,bse_cm,PATIDAR,524031,E,PATIDAR BUILDCON LIMITED,PATIDAR,1,0.01,PATIDAR
BSE,bse_cm,RAMAPHO,524037,E,RAMA PHOSPHATES LTD.,RAMAPHO,1,0.05,RAMAPHO
BSE,bse_cm,VENLONENT,524038,E,VENLON ENTERPRISES LTD.,VENLONENT,1,0.01,VENLONENT
BSE,bse_cm,PETPLST,524046,E,PET PLASTICS LTD.,PETPLST,1,0.05,PETPLST
BSE,bse_cm,POLYPLEX,524051,E,POLYPLEX CORPORATION LTD.,POLYPLEX,1,0.05,POLYPLEX
BSE,bse_cm,PANIDPR,524055,E,PANTHER INDUSTRIAL PRODUCTS LT,PANIDPR,1,0.01,PANIDPR
BSE,bse_cm,ALBERTDAVD,524075,E,ALBERT DAVID LTD.,ALBERTDAVD,1,0.05,ALBERTDAVD
BSE,bse_cm,HARLETH,524080,E,HARYANA LEATHER CHEMICALS LTD.,HARLETH,1,0.01,HARLETH
BSE,bse_cm,CARYSIL,524091,E,CARYSIL LIMITED,CARYSIL,1,0.05,CARYSIL
BSE,bse_cm,KABRAEXTRU,524109,E,KABRA EXTRUSIONTECHNIK LTD.,KABRAEXTRU,1,0.05,KABRAEXTRU
BSE,bse_cm,VINYLINDIA,524129,E,VINYL CHEMICALS (INDIA) LTD.,VINYLINDIA,1,0.05,VINYLINDIA
BSE,bse_cm,PCCOSMA,524136,E,PEE CEE COSMA SOPE LTD.,PCCOSMA,1,0.05,PCCOSMA
BSE,bse_cm,TCMLMTD,524156,E,TCM LTD.,TCMLMTD,1,0.01,TCMLMTD
BSE,bse_cm,IOLCP,524164,E,IOL CHEMICALS & PHARMACEUTICAL,IOLCP,1,0.01,IOLCP
BSE,bse_cm,KESARPE,524174,E,KESAR PETROPRODUCTS LTD.,KESARPE,1,0.01,KESARPE
BSE,bse_cm,VINATIORGA,524200,E,VINATI ORGANICS LTD.,VINATIORGA,1,0.05,VINATIORGA
BSE,bse_cm,LACTOSE,524202,E,LACTOSE (INDIA) LTD.,LACTOSE,1,0.05,LACTOSE
BSE,bse_cm,TEEAI,524204,E,TEESTA AGRO INDUSTRIES LTD.,TEEAI,1,0.05,TEEAI
BSE,bse_cm,AARTIIND,524208,E,AARTI INDUSTRIES LTD.,AARTIIND,1,0.05,AARTIIND
BSE,bse_cm,PNTKYOR,524210,E,PENTOKEY ORGANY (INDIA) LTD.,PNTKYOR,1,0.01,PNTKYOR
BSE,bse_cm,WANBURY,524212,E,WANBURY LTD.,WANBURY,1,0.05,WANBURY
BSE,bse_cm,RESONANCE,524218,E,RESONANCE SPECIALTIES LTD.,RESONANCE,1,0.01,RESONANCE
BSE,bse_cm,GAEL,524226,E,GUJARAT AMBUJA EXPORTS LTD.,GAEL,1,0.05,GAEL
BSE,bse_cm,RCF,524230,E,RASHTRIYA CHEMICALS & FERTILIZ,RCF,1,0.05,RCF
BSE,bse_cm,GUJINJEC,524238,E,GUJARAT INJECT (KERALA) LTD.,GUJINJEC,1,0.01,GUJINJEC
BSE,bse_cm,KOPRAN,524280,E,KOPRAN LTD.,KOPRAN,1,0.05,KOPRAN
BSE,bse_cm,AIMCOPEST,524288,E,AIMCO PESTICIDES LTD.,AIMCOPEST,1,0.01,AIMCOPEST
BSE,bse_cm,GUJTERC,524314,E,GUJARAT TERCE LABORATORIES LTD,GUJTERC,1,0.01,GUJTERC
BSE,bse_cm,KABRADG,524322,E,KABRA DRUGS LTD.,KABRADG,1,0.01,KABRADG
BSE,bse_cm,JAYAGROGN,524330,E,JAYANT AGRO-ORGANICS LTD.,JAYAGROGN,1,0.05,JAYAGROGN
BSE,bse_cm,BCLIND,524332,E,BCL INDUSTRIES LIMITED,BCLIND,1,0.01,BCLIND
BSE,bse_cm,SHHARICH,524336,E,SHREE HARI CHEMICALS EXPORT LT,SHHARICH,1,0.05,SHHARICH
BSE,bse_cm,INDOBORAX,524342,E,INDO BORAX & CHEMICALS LTD.,INDOBORAX,1,0.05,INDOBORAX
BSE,bse_cm,AARTIDRUGS,524348,E,AARTI DRUGS LTD.,AARTIDRUGS,1,0.05,AARTIDRUGS
BSE,bse_cm,BODALCHEM,524370,E,BODAL CHEMICALS LTD.,BODALCHEM,1,0.01,BODALCHEM
BSE,bse_cm,ORCHPHARMA,524372,E,Orchid Pharma Limited,ORCHPHARMA,1,0.05,ORCHPHARMA
BSE,bse_cm,VIMTALABS,524394,E,VIMTA LABS LTD.,VIMTALABS,1,0.05,VIMTALABS
BSE,bse_cm,BIOFILCHEM,524396,E,BIOFIL CHEMICALS & PHARMACEUTI,BIOFILCHEM,1,0.01,BIOFILCHEM
BSE,bse_cm,ISHITADR,524400,E,ISHITA DRUGS & INDUSTRIES LTD.,ISHITADR,1,0.01,ISHITADR
BSE,bse_cm,MARKSANS,524404,E,MARKSANS PHARMA LTD.,MARKSANS,1,0.05,MARKSANS
BSE,bse_cm,UNIVSTAR,524408,E,UNIVERSAL STARCH-CHEM ALLIED L,UNIVSTAR,1,0.05,UNIVSTAR
BSE,bse_cm,AAREYDRUGS,524412,E,AAREY DRUGS & PHARMACEUTICALS,AAREYDRUGS,1,0.01,AAREYDRUGS
BSE,bse_cm,NORRIS,524414,E,NORRIS MEDICINES LTD.,NORRIS,1,0.01,NORRIS
BSE,bse_cm,ASINPET,524434,E,ASIAN PETROPRODUCTS & EXPORTS,ASINPET,1,0.01,ASINPET
BSE,bse_cm,CAMEXLTD,524440,E,CAMEX LTD.,CAMEXLTD,1,0.01,CAMEXLTD
BSE,bse_cm,EVEXIA,524444,E,EVEXIA LIFECARE LIMITED,EVEXIA,1,0.01,EVEXIA
BSE,bse_cm,INDOEURO,524458,E,INDO EURO INDCHEM LTD.,INDOEURO,1,0.01,INDOEURO
BSE,bse_cm,SYNCOMF,524470,E,SYNCOM FORMULATIONS (INDIA) LT,SYNCOMF,1,0.01,SYNCOMF
BSE,bse_cm,RIDDHI,524480,E,RIDDHI SIDDHI GLUCO BIOLS LTD.,RIDDHI,1,0.05,RIDDHI
BSE,bse_cm,SVCIND,524488,E,SVC INDUSTRIES LIMITED,SVCIND,1,0.01,SVCIND
BSE,bse_cm,IPCALAB,524494,E,IPCA LABORATORIES LTD.,IPCALAB,1,0.05,IPCALAB
BSE,bse_cm,KILITCH,524500,E,KILITCH DRUGS (INDIA) LTD.,KILITCH,1,0.05,KILITCH
BSE,bse_cm,RAAJMEDI,524502,E,RAAJ MEDISAFE INDIA LTD.,RAAJMEDI,100,0.01,RAAJMEDI
BSE,bse_cm,CORALAB,524506,E,CORAL LABORATORIES LTD.,CORALAB,1,0.05,CORALAB
BSE,bse_cm,TULASEEBIOE,524514,E,TULASEE BIO-ETHANOL LTD.,TULASEEBIOE,100,0.01,TULASEEBIOE
BSE,bse_cm,BACPHAR,524516,E,BACIL PHARMA LTD.,BACPHAR,1,0.01,BACPHAR
BSE,bse_cm,KREBSBIO,524518,E,KREBS BIOCHEMICALS & INDUSTRIE,KREBSBIO,1,0.01,KREBSBIO
BSE,bse_cm,KMCSHIL,524520,E,KMC SPECIALITY HOSPITALS (INDI,KMCSHIL,1,0.01,KMCSHIL
BSE,bse_cm,LAFFANSQ,524522,E,LAFFANS PETROCHEMICALS LTD.,LAFFANSQ,1,0.01,LAFFANSQ
BSE,bse_cm,BHASKAGR,524534,E,BHASKAR AGROCHEMICALS LTD.,BHASKAGR,1,0.05,BHASKAGR
BSE,bse_cm,SUKHJITS,524542,E,SUKHJIT STARCH & CHEMICALS LTD,SUKHJITS,1,0.05,SUKHJITS
BSE,bse_cm,SHARMEH,524548,E,SHARMA EAST INDIA HOSPITALS &,SHARMEH,1,0.05,SHARMEH
BSE,bse_cm,NEULANDLAB,524558,E,NEULAND LABORATORIES LTD.,NEULANDLAB,1,0.05,NEULANDLAB
BSE,bse_cm,GAYATRIBI,524564,E,GAYATRI BIOORGANICS LTD.,GAYATRIBI,1,0.01,GAYATRIBI
BSE,bse_cm,PODDARMENT,524570,E,PODDAR PIGMENTS LTD.,PODDARMENT,1,0.05,PODDARMENT
BSE,bse_cm,PHARMAID,524572,E,PHARMAIDS PHARMACEUTICALS LTD.,PHARMAID,1,0.01,PHARMAID
BSE,bse_cm,VIVIDIND,524576,E,VIVID GLOBAL INDUSTRIES LTD.,VIVIDIND,1,0.01,VIVIDIND
BSE,bse_cm,PRIYALT,524580,E,PRIYA LTD.,PRIYALT,1,0.01,PRIYALT
BSE,bse_cm,TIRUSTA,524582,E,TIRUPATI STARCH & CHEMICALS LT,TIRUSTA,1,0.05,TIRUSTA
BSE,bse_cm,HEMORGANIC,524590,E,HEMO ORGANIC LIMITED,HEMORGANIC,1,0.01,HEMORGANIC
BSE,bse_cm,JAYSYNTH,524592,E,JAYSYNTH ORGOCHEM LIMITED,JAYSYNTH,1,0.01,JAYSYNTH
BSE,bse_cm,AEONXDIGI,524594,E,Aeonx Digital Technology Limit,AEONXDIGI,1,0.05,AEONXDIGI
BSE,bse_cm,AKSHARCHEM,524598,E,AKSHARCHEM (INDIA) LTD.,AKSHARCHEM,1,0.05,AKSHARCHEM
BSE,bse_cm,BANDARAM,524602,E,BANDARAM PHARMA PACKTECH LIMIT,BANDARAM,1,0.01,BANDARAM
BSE,bse_cm,ADLINE,524604,E,ADLINE CHEM LAB LIMITED,ADLINE,100,0.01,ADLINE
BSE,bse_cm,BERLDRG,524606,E,BERYL DRUGS LTD.,BERLDRG,1,0.01,BERLDRG
BSE,bse_cm,INDXTRA,524614,E,IEL LIMITED,INDXTRA,1,0.01,INDXTRA
BSE,bse_cm,ISTRNETWK,524622,E,ISTREET NETWORK LIMITED,ISTRNETWK,1,0.01,ISTRNETWK
BSE,bse_cm,GAGAN,524624,E,GAGAN GASES LTD.,GAGAN,1,0.01,GAGAN
BSE,bse_cm,PARKERAC,524628,E,PARKER AGROCHEM EXPORTS LTD.,PARKERAC,1,0.01,PARKERAC
BSE,bse_cm,SHUKRAPHAR,524632,E,Shukra Pharmaceuticals Limited,SHUKRAPHAR,1,0.01,SHUKRAPHAR
BSE,bse_cm,ALUFLUOR,524634,E,ALUFLUORIDE LTD.,ALUFLUOR,1,0.05,ALUFLUOR
BSE,bse_cm,OXYGENTAPH,524636,E,OXYGENTA PHARMACEUTICAL LIMITE,OXYGENTAPH,1,0.01,OXYGENTAPH
BSE,bse_cm,ARCHITORG,524640,E,ARCHIT ORGANOSYS LTD.,ARCHITORG,1,0.01,ARCHITORG
BSE,bse_cm,SIKOZY,524642,E,SIKOZY REALTORS LIMITED,SIKOZY,1,0.01,SIKOZY
BSE,bse_cm,INDOAMIN,524648,E,INDO AMINES LTD.,INDOAMIN,1,0.05,INDOAMIN
BSE,bse_cm,NATCAPSUQ,524654,E,NATURAL CAPSULES LTD.,NATCAPSUQ,1,0.05,NATCAPSUQ
BSE,bse_cm,WELCURE,524661,E,WELCURE DRUGS & PHARMACEUTICAL,WELCURE,1,0.01,WELCURE
BSE,bse_cm,BIBCL,524663,E,BHARAT IMMUNOLOGICALS & BIOLOG,BIBCL,1,0.01,BIBCL
BSE,bse_cm,SOTL,524667,E,SAVITA OIL TECHNOLOGIES LTD.,SOTL,1,0.05,SOTL
BSE,bse_cm,HESTERBIO,524669,E,HESTER BIOSCIENCES LTD.,HESTERBIO,1,0.05,HESTERBIO
BSE,bse_cm,KABSON,524675,E,KABSONS INDUSTRIES LTD.,KABSON,1,0.01,KABSON
BSE,bse_cm,BASANTGL,524687,E,BASANT AGRO TECH (INDIA) LTD.,BASANTGL,1,0.01,BASANTGL
BSE,bse_cm,SANDUPHQ,524703,E,SANDU PHARMACEUTICALS LTD.,SANDUPHQ,1,0.01,SANDUPHQ
BSE,bse_cm,NACLIND,524709,E,NACL Industries Limited,NACLIND,1,0.05,NACLIND
BSE,bse_cm,VISTAPH,524711,E,VISTA PHARMACEUTICALS LTD.,VISTAPH,1,0.01,VISTAPH
BSE,bse_cm,SUNPHARMA,524715,E,SUN PHARMACEUTICAL INDUSTRIES,SUNPHARMA,1,0.05,SUNPHARMA
BSE,bse_cm,TITANBIO,524717,E,TITAN BIOTECH LTD.,TITANBIO,1,0.05,TITANBIO
BSE,bse_cm,JENBURPH,524731,E,JENBURKT PHARMACEUTICALS LTD.,JENBURPH,1,0.05,JENBURPH
BSE,bse_cm,HIKAL,524735,E,HIKAL LTD.,HIKAL,1,0.05,HIKAL
BSE,bse_cm,CAPLIPOINT,524742,E,CAPLIN POINT LABORATORIES LTD.,CAPLIPOINT,1,0.05,CAPLIPOINT
BSE,bse_cm,FISCHER,524743,E,FISCHER MEDICAL VENTURES LIMIT,FISCHER,1,0.01,FISCHER
BSE,bse_cm,LINKPH,524748,E,LINK PHARMA CHEM LTD.,LINKPH,1,0.01,LINKPH
BSE,bse_cm,DECIPHER,524752,E,DECIPHER LABS LIMITED,DECIPHER,1,0.01,DECIPHER
BSE,bse_cm,EMMESSA,524768,E,EMMESSAR BIOTECH & NUTRITION L,EMMESSA,1,0.01,EMMESSA
BSE,bse_cm,NGLFINE,524774,E,NGL FINE-CHEM LTD.,NGLFINE,1,0.05,NGLFINE
BSE,bse_cm,EVERESTO,524790,E,EVEREST ORGANICS LTD.,EVERESTO,1,0.05,EVERESTO
BSE,bse_cm,AUROPHARMA,524804,E,AUROBINDO PHARMA LTD.,AUROPHARMA,1,0.05,AUROPHARMA
BSE,bse_cm,PHYTO,524808,E,PHYTO CHEM (INDIA) LTD.,PHYTO,1,0.01,PHYTO
BSE,bse_cm,NATCOPHARM,524816,E,NATCO PHARMA LTD.,NATCOPHARM,1,0.05,NATCOPHARM
BSE,bse_cm,DYNAMIND,524818,E,DYNAMIC INDUSTRIES LTD.,DYNAMIND,1,0.05,DYNAMIND
BSE,bse_cm,PANAMAPET,524820,E,PANAMA PETROCHEM LTD.,PANAMAPET,1,0.05,PANAMAPET
BSE,bse_cm,BALPHARMA,524824,E,BAL PHARMA LTD.,BALPHARMA,1,0.01,BALPHARMA
BSE,bse_cm,BDH,524828,E,BDH INDUSTRIES LTD.,BDH,1,0.05,BDH
BSE,bse_cm,JAUSPOL,526001,E,JAUSS POLYMERS LTD.,JAUSPOL,1,0.01,JAUSPOL
BSE,bse_cm,GLOBUSCON,526025,E,GLOBUS CONSTRUCTORS & DEVELOPE,GLOBUSCON,1,0.01,GLOBUSCON
BSE,bse_cm,CUBEXTUB,526027,E,CUBEX TUBINGS LTD.,CUBEXTUB,1,0.01,CUBEXTUB
BSE,bse_cm,POLYCHMP,526043,E,POLYMECHPLAST MACHINES LTD.,POLYCHMP,1,0.01,POLYCHMP
BSE,bse_cm,STELLANT,526071,E,STELLANT SECURITIES (INDIA) LT,STELLANT,1,0.05,STELLANT
BSE,bse_cm,GALXBRG,526073,E,GALAXY BEARINGS LTD.,GALXBRG,1,0.05,GALXBRG
BSE,bse_cm,SCAGRO,526081,E,SC Agrotech Limited,SCAGRO,1,0.01,SCAGRO
BSE,bse_cm,RALEGRA,526095,E,RAVILEELA GRANITES LTD.,RALEGRA,1,0.01,RALEGRA
BSE,bse_cm,UNRYLMA,526113,E,UNIROYAL MARINE EXPORTS LTD.,UNRYLMA,1,0.01,UNRYLMA
BSE,bse_cm,KARANWO,526115,E,KARAN WOO-SIN LTD.,KARANWO,1,0.01,KARANWO
BSE,bse_cm,SHERVANI,526117,E,SHERVANI INDUSTRIAL SYNDICATE,SHERVANI,1,0.05,SHERVANI
BSE,bse_cm,BNAGROCHEM,526125,E,BN AGROCHEM LIMITED,BNAGROCHEM,1,0.05,BNAGROCHEM
BSE,bse_cm,SUPERTEX,526133,E,SUPERTEX INDUSTRIES LTD.,SUPERTEX,1,0.01,SUPERTEX
BSE,bse_cm,SHETR,526137,E,SHETRON LTD.,SHETR,1,0.05,SHETR
BSE,bse_cm,TRABI,526139,E,TRANSGENE BIOTEK LTD.,TRABI,1,0.01,TRABI
BSE,bse_cm,MPL,526143,E,MPL PLASTICS LTD.,MPL,1,0.01,MPL
BSE,bse_cm,NIKHILAD,526159,E,NIKHIL ADHESIVES LTD.,NIKHILAD,1,0.01,NIKHILAD
BSE,bse_cm,SPENTA,526161,E,SPENTA INTERNATIONAL LTD.,SPENTA,1,0.01,SPENTA
BSE,bse_cm,MULTIBASE,526169,E,MULTIBASE INDIA LTD.,MULTIBASE,1,0.05,MULTIBASE
BSE,bse_cm,ANDREWYU,526173,E,ANDREW YULE & COMPANY LTD.,ANDREWYU,1,0.01,ANDREWYU
BSE,bse_cm,LUDLOWJUT,526179,E,LUDLOW JUTE & SPECIALITIES LTD,LUDLOWJUT,1,0.05,LUDLOWJUT
BSE,bse_cm,ASHRAM,526187,E,ASHRAM ONLINE.COM LTD.,ASHRAM,1,0.01,ASHRAM
BSE,bse_cm,ROYALCU,526193,E,ROYAL CUSHION VINYL PRODUCTS L,ROYALCU,1,0.01,ROYALCU
BSE,bse_cm,SURJIND,526211,E,SURAJ INDUSTRIES LTD.,SURJIND,1,0.01,SURJIND
BSE,bse_cm,HITECHCORP,526217,E,Hitech Corporation Limited,HITECHCORP,1,0.05,HITECHCORP
BSE,bse_cm,BLOOM,526225,E,BLOOM DEKOR LTD.,BLOOM,1,0.01,BLOOM
BSE,bse_cm,FILATEX,526227,E,FILATEX INDIA LTD.,FILATEX,1,0.01,FILATEX
BSE,bse_cm,STDSFAC,526231,E,STANDARD SURFACTANTS LTD.,STDSFAC,1,0.01,STDSFAC
BSE,bse_cm,MORGAN,526237,E,MORGAN VENTURES LTD.,MORGAN,1,0.01,MORGAN
BSE,bse_cm,AMRAPLIN,526241,E,AMRAPALI INDUSTRIES LTD.,AMRAPLIN,1,0.01,AMRAPLIN
BSE,bse_cm,PREMEXPLN,526247,E,PREMIER EXPLOSIVES LTD.,PREMEXPLN,1,0.05,PREMEXPLN
BSE,bse_cm,MIDEASTP,526251,E,MID EAST PORTFOLIO MANAGEMENT,MIDEASTP,1,0.01,MIDEASTP
BSE,bse_cm,MOLDTECH,526263,E,MOLD-TEK TECHNOLOGIES LTD.,MOLDTECH,1,0.05,MOLDTECH
BSE,bse_cm,CRSTCHM,526269,E,CRESTCHEM LTD.,CRSTCHM,1,0.05,CRSTCHM
BSE,bse_cm,MPHASIS,526299,E,MPHASIS LTD.,MPHASIS,1,0.05,MPHASIS
BSE,bse_cm,DIVSHKT,526315,E,DIVYASHAKTI LIMITED,DIVSHKT,1,0.01,DIVSHKT
BSE,bse_cm,ORIENTLTD,526325,E,ORIENT PRESS LTD.,ORIENTLTD,1,0.01,ORIENTLTD
BSE,bse_cm,ADVMULT,526331,E,ADVANCE MULTITECH LTD.,ADVMULT,1,0.01,ADVMULT
BSE,bse_cm,SHREYASI,526335,E,SHREYAS INTERMEDIATES LTD.,SHREYASI,1,0.01,SHREYASI
BSE,bse_cm,PANJON,526345,E,PANJON LTD.,PANJON,1,0.01,PANJON
BSE,bse_cm,NIRBHAYIND,526349,E,Nirbhay Colours India Limited,NIRBHAYIND,100,0.01,NIRBHAYIND
BSE,bse_cm,DUROPACK,526355,E,DUROPACK LTD.,DUROPACK,1,0.01,DUROPACK
BSE,bse_cm,SWARNSAR,526365,E,SWARNSARITA JEWELS INDIA LIMIT,SWARNSAR,1,0.01,SWARNSAR
BSE,bse_cm,GANESHHOU,526367,E,GANESH HOUSING LIMITED,GANESHHOU,1,0.05,GANESHHOU
BSE,bse_cm,NMDC,526371,E,NMDC LTD.,NMDC,1,0.01,NMDC
BSE,bse_cm,CINDHO,526373,E,CINDRELLA HOTELS LTD.,CINDHO,1,0.01,CINDHO
BSE,bse_cm,PATINTLOG,526381,E,PATEL INTEGRATED LOGISTICS LTD,PATINTLOG,1,0.01,PATINTLOG
BSE,bse_cm,ALPHAGEO,526397,E,ALPHAGEO (INDIA) LTD.,ALPHAGEO,1,0.05,ALPHAGEO
BSE,bse_cm,HAMPTON,526407,E,HAMPTON SKY REALTY LIMITED,HAMPTON,1,0.01,HAMPTON
BSE,bse_cm,KKALPANAIND,526409,E,KKALPANA INDUSTRIES (INDIA) LT,KKALPANAIND,1,0.01,KKALPANAIND
BSE,bse_cm,OKPLA,526415,E,OK PLAY INDIA LTD.,OKPLA,1,0.01,OKPLA
BSE,bse_cm,KRITI,526423,E,KRITI INDUSTRIES (INDIA) LTD.,KRITI,1,0.01,KRITI
BSE,bse_cm,WELTI,526431,E,WELTERMAN INTERNATIONAL LTD.,WELTI,1,0.01,WELTI
BSE,bse_cm,ASMTEC,526433,E,ASM TECHNOLOGIES LTD.,ASMTEC,1,0.05,ASMTEC
BSE,bse_cm,PERFEPA,526435,E,PERFECTPAC LTD.,PERFEPA,1,0.01,PERFEPA
BSE,bse_cm,AMBIT,526439,E,AMBITIOUS PLASTOMAC COMPANY LT,AMBIT,1,0.01,AMBIT
BSE,bse_cm,VISIONCINE,526441,E,VISION CINEMAS LTD.,VISIONCINE,1,0.01,VISIONCINE
BSE,bse_cm,AEIM,526443,E,Artificial Electronics Intelli,AEIM,1,0.05,AEIM
BSE,bse_cm,INDRANIB,526445,E,INDRAYANI BIOTECH LTD.,INDRANIB,1,0.01,INDRANIB
BSE,bse_cm,EUROLED,526468,E,EURO LEDER FASHION LTD.,EUROLED,1,0.01,EUROLED
BSE,bse_cm,WINSOMBR,526471,E,WINSOME BREWERIES LTD.,WINSOMBR,1,0.01,WINSOMBR
BSE,bse_cm,ELEFLOR,526473,E,ELEGANT FLORICULTURE & AGROTEC,ELEFLOR,1,0.01,ELEFLOR
BSE,bse_cm,SAENTER,526477,E,SOUTH ASIAN ENTERPRISES LTD.,SAENTER,1,0.01,SAENTER
BSE,bse_cm,SKYIND,526479,E,SKY INDUSTRIES LTD.,SKYIND,1,0.01,SKYIND
BSE,bse_cm,PHOENXINTL,526481,E,PHOENIX INTERNATIONAL LTD.,PHOENXINTL,1,0.01,PHOENXINTL
BSE,bse_cm,BHUDEVI,526488,E,BHUDEVI INFRA PROJECTS LIMITED,BHUDEVI,1,0.05,BHUDEVI
BSE,bse_cm,PRATIK,526490,E,PRATIK PANELS LTD.,PRATIK,1,0.01,PRATIK
BSE,bse_cm,RISHIROOP,526492,E,Rishiroop Limited,RISHIROOP,1,0.05,RISHIROOP
BSE,bse_cm,PROMACT,526494,E,PROMACT IMPEX LIMITED,PROMACT,1,0.01,PROMACT
BSE,bse_cm,STRGRENWO,526500,E,STERLING GREEN WOODS LTD.,STRGRENWO,1,0.01,STRGRENWO
BSE,bse_cm,SYSTMTXC,526506,E,SYSTEMATIX CORPORATE SERVICES,SYSTMTXC,1,0.05,SYSTMTXC
BSE,bse_cm,SHAHISHIP,526508,E,Shahi Shipping Limited,SHAHISHIP,1,0.01,SHAHISHIP
BSE,bse_cm,ALPINEHOU,526519,E,ALPINE HOUSING DEVELOPMENT COR,ALPINEHOU,1,0.05,ALPINEHOU
BSE,bse_cm,SANGHIIND,526521,E,SANGHI INDUSTRIES LTD.,SANGHIIND,1,0.01,SANGHIIND
BSE,bse_cm,WWALUM,526525,E,WORLDWIDE ALUMINIUM LIMITED,WWALUM,1,0.01,WWALUM
BSE,bse_cm,IIRM,526530,E,IIRM HOLDINGS INDIA LIMITED,IIRM,1,0.01,IIRM
BSE,bse_cm,SFPIL,526532,E,SQUARE FOUR PROJECTS INDIA LIM,SFPIL,1,0.01,SFPIL
BSE,bse_cm,SGLRES,526544,E,SGL RESOURCES LIMITED,SGLRES,1,0.01,SGLRES
BSE,bse_cm,CHOKSILA,526546,E,CHOKSI LABORATORIES LTD.,CHOKSILA,1,0.05,CHOKSILA
BSE,bse_cm,CCHHL,526550,E,COUNTRY CLUB HOSPITALITY AND H,CCHHL,1,0.01,CCHHL
BSE,bse_cm,SALGUTI,526554,E,SALGUTI INDUSTRIES LTD.,SALGUTI,1,0.01,SALGUTI
BSE,bse_cm,MIDWEST,526570,E,MIDWEST GOLD LTD.,MIDWEST,1,0.05,MIDWEST
BSE,bse_cm,ENTRINT,526574,E,ENTERPRISE INTERNATIONAL LTD.,ENTRINT,1,0.01,ENTRINT
BSE,bse_cm,TPLPLASTEH,526582,E,TPL PLASTECH LTD.,TPLPLASTEH,1,0.01,TPLPLASTEH
BSE,bse_cm,WIMPLAST,526586,E,WIM PLAST LTD.,WIMPLAST,1,0.05,WIMPLAST
BSE,bse_cm,PHOTOQUP,526588,E,PHOTOQUIP INDIA LTD.,PHOTOQUP,1,0.01,PHOTOQUP
BSE,bse_cm,LIBERTSHOE,526596,E,LIBERTY SHOES LTD.,LIBERTSHOE,1,0.05,LIBERTSHOE
BSE,bse_cm,LIPPISYS,526604,E,LIPPI SYSTEMS LTD.,LIPPISYS,1,0.01,LIPPISYS
BSE,bse_cm,ELECTHERM,526608,E,ELECTROTHERM (INDIA) LTD.,ELECTHERM,1,0.05,ELECTHERM
BSE,bse_cm,BLUEDART,526612,E,BLUE DART EXPRESS LTD.,BLUEDART,1,0.05,BLUEDART
BSE,bse_cm,EXPOEAPL,526614,E,EXPO ENGINEERING AND PROJECTS ,EXPOEAPL,1,0.01,EXPOEAPL
BSE,bse_cm,NATPLAS,526616,E,NATIONAL PLASTIC INDUSTRIES LT,NATPLAS,1,0.01,NATPLAS
BSE,bse_cm,MFLINDIA,526622,E,MFL INDIA LTD.,MFLINDIA,1,0.01,MFLINDIA
BSE,bse_cm,AJWAFUN,526628,E,AJWA FUN WORLD & RESORT LTD.,AJWAFUN,100,0.01,AJWAFUN
BSE,bse_cm,TEXELIN,526638,E,TEXEL INDUSTRIES LTD.,TEXELIN,1,0.01,TEXELIN
BSE,bse_cm,RAYALEMA,526640,E,ROYALE MANOR HOTELS & INDUSTRI,RAYALEMA,1,0.01,RAYALEMA
BSE,bse_cm,MIRZAINT,526642,E,MIRZA INTERNATIONAL LTD.,MIRZAINT,1,0.01,MIRZAINT
BSE,bse_cm,TFCILTD,526650,E,TOURISM FINANCE CORPORATION OF,TFCILTD,1,0.01,TFCILTD
BSE,bse_cm,THAKDEV,526654,E,THAKKERS DEVELOPERS LTD.,THAKDEV,1,0.05,THAKDEV
BSE,bse_cm,ARENTERP,526662,E,RAJDARSHAN INDUSTRIES LTD.,ARENTERP,1,0.01,ARENTERP
BSE,bse_cm,BIL,526666,E,BHARTIYA INTERNATIONAL LTD.,BIL,1,0.05,BIL
BSE,bse_cm,KAMATHOTEL,526668,E,KAMAT HOTELS (INDIA) LTD.,KAMATHOTEL,1,0.05,KAMATHOTEL
BSE,bse_cm,TIRTPLS,526675,E,TIRTH PLASTIC LTD.,TIRTPLS,1,0.01,TIRTPLS
BSE,bse_cm,KEEPLEARN,526677,E,DSJ KEEP LEARNING LIMITED,KEEPLEARN,1,0.01,KEEPLEARN
BSE,bse_cm,POLOHOT,526687,E,POLO HOTELS LTD.,POLOHOT,1,0.01,POLOHOT
